elapsed_s,channels_touched_so_far,server_mem_rss_mb,client_mem_rss_mb
771.1,4220,1139.21,39.19
772.1,4220,1139.21,39.19
773.1,4220,1139.21,39.19
774.1,4220,1139.21,39.19
775.1,4240,1139.21,39.19
776.1,4240,1139.21,39.19
777.1,4240,1139.21,39.19
778.1,4260,1139.21,39.19
779.1,4260,1139.21,39.19
780.1,4260,1139.21,39.19
781.1,4260,1139.21,39.19
782.1,4280,1139.21,39.19
783.1,4280,1139.21,39.19
784.1,4280,1139.21,39.19
785.1,4300,1139.21,39.19
786.1,4300,1139.21,39.19
787.1,4300,1139.21,39.19
788.1,4300,1139.21,39.19
789.1,4320,1139.21,39.19
790.1,4320,1139.21,39.19
791.1,4320,1139.21,39.19
792.1,4320,1139.21,39.19
793.1,4340,1139.21,39.19
794.1,4340,1139.21,39.19
795.1,4340,1139.21,39.19
796.1,4360,1139.21,39.19
797.1,4360,1139.21,39.19
798.1,4360,1139.21,39.19
799.1,4360,1139.21,39.19
800.2,4380,1139.21,39.19
801.2,4380,1139.21,39.19
802.2,4380,1139.21,39.19
803.2,4400,1139.21,39.19
804.2,4400,1139.21,39.19
805.2,4400,1139.21,39.19
806.2,4400,1139.21,39.19
807.2,4420,1139.21,39.19
808.2,4420,1139.21,39.19
809.2,4420,1139.21,39.19
810.2,4440,1139.21,39.19
811.2,4440,1139.21,39.19
812.2,4440,1139.22,39.19
813.2,4440,1139.22,39.19
814.2,4460,1139.22,39.19
815.2,4460,1139.22,39.19
816.2,4460,1139.22,39.19
817.2,4480,1139.22,39.19
818.2,4480,1139.22,39.19
819.2,4480,1139.22,39.19
820.2,4480,1139.22,39.19
821.2,4500,1139.22,39.19
822.2,4500,1139.23,39.19
823.2,4500,1139.24,39.19
824.2,4520,1139.24,39.19
825.2,4520,1139.25,39.19
826.2,4520,1139.25,39.19
827.2,4520,1139.25,39.19
828.2,4540,1139.25,39.19
829.2,4540,1139.25,39.19
830.2,4540,1139.25,39.19
831.2,4560,1139.25,39.19
832.2,4560,1139.25,39.19
833.2,4560,1139.25,39.19
834.2,4560,1139.25,39.19
835.2,4580,1139.25,39.19
836.2,4580,1139.25,39.19
837.2,4580,1139.25,39.19
838.2,4600,1139.25,39.2
839.2,4600,1139.25,39.19
